originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,Bibikovana,107570,xBQ,,,ACCEPTED,SPECIES,"Bibikovana smitiana (Holland, 1969)",smitiana,,,,ICZN,,,
,Bibikovana,107590,xBQ,,,ACCEPTED,SPECIES,"Bibikovana traubi (Holland, 1969)",traubi,,,,ICZN,,,
,Bibikovana,107560,xBQ,,,ACCEPTED,SPECIES,"Bibikovana sinuata (Holland, 1971)",sinuata,,,,ICZN,,,
,Bibikovana,107580,xBQ,,,ACCEPTED,SPECIES,"Bibikovana tiptoni (Traub, 1957)",tiptoni,,,,ICZN,,,
,Bibikovana,107500,xBQ,,,ACCEPTED,SPECIES,"Bibikovana laciniosa (Rothschild, 1908)",laciniosa,,,,ICZN,,,
,Bibikovana,107510,107500,,,ACCEPTED,INFRASPECIFIC_NAME,"Bibikovana laciniosa laciniosa (Rothschild, 1908)",laciniosa,laciniosa,,,ICZN,,,
,Bibikovana,107520,107500,,,ACCEPTED,INFRASPECIFIC_NAME,"Bibikovana laciniosa bismarckensis (Holland, 1969)",laciniosa,bismarckensis,,,ICZN,,,
,Bibikovana,107530,xBQ,,,ACCEPTED,SPECIES,"Bibikovana rainbowi (Rothschild, 1908)",rainbowi,,,,ICZN,,,
,Bibikovana,107540,107530,,,ACCEPTED,INFRASPECIFIC_NAME,"Bibikovana rainbowi rainbowi (Rothschild, 1908)",rainbowi,rainbowi,,,ICZN,,,
,Bibikovana,107550,107530,,,ACCEPTED,INFRASPECIFIC_NAME,"Bibikovana rainbowi inusitata Mardon & Allison, 1982",rainbowi,inusitata,,,ICZN,,,
,Bibikovana,107480,xBQ,,,ACCEPTED,SPECIES,"Bibikovana gravis (Rothschild, 1908)",gravis,,,,ICZN,,,
,Bibikovana,107490,xBQ,,,ACCEPTED,SPECIES,"Bibikovana iridis (Holland, 1971)",iridis,,,,ICZN,,,
,Bibikovana,107460,xBQ,,,ACCEPTED,SPECIES,"Bibikovana arcuata (Holland, 1971)",arcuata,,,,ICZN,,,
,Bibikovana,107470,xBQ,,,ACCEPTED,SPECIES,"Bibikovana colossa (Rothschild, 1906)",colossa,,,,ICZN,,,
,Bibikovana,107450,xBQ,,,ACCEPTED,SPECIES,"Bibikovana archboldi (Holland, 1969)",archboldi,,,,ICZN,,,
,,xBN,xBJ,,,ACCEPTED,GENUS,Austropsylla,,,,,,,,
,Austropsylla,107430,xBN,,,ACCEPTED,SPECIES,"Austropsylla brevipecten Holland, 1971",brevipecten,,,,ICZN,,,
,,xB8,xJ,,,ACCEPTED,FAMILY,Lycopsyllidae,,,,,,,,
,,xBE,xB8,,,ACCEPTED,GENUS,Lycopsylla,,,,,,,,
,Lycopsylla,107070,xBE,,,ACCEPTED,SPECIES,"Lycopsylla lasiorhini Mardon & Dunnet, 1971",lasiorhini,,,,ICZN,,,
,Lycopsylla,107080,xBE,,,ACCEPTED,SPECIES,"Lycopsylla nova Rothschild, 1904",nova,,,,ICZN,,,
,,xBG,xB8,,,ACCEPTED,GENUS,Uropsylla,,,,,,,,
,Uropsylla,107110,xBG,,,ACCEPTED,SPECIES,"Uropsylla tasmanica Rothschild, 1905",tasmanica,,,,ICZN,,,
,,xBC,xB8,,,ACCEPTED,GENUS,Choristopsylla,,,,,,,,
,Choristopsylla,107010,xBC,,,ACCEPTED,SPECIES,"Choristopsylla leptophallus Mardon, 1977",leptophallus,,,,ICZN,,,
,Choristopsylla,107040,xBC,,,ACCEPTED,SPECIES,"Choristopsylla tristis (Rothschild, 1900)",tristis,,,,ICZN,,,
,Choristopsylla,107020,xBC,,,ACCEPTED,SPECIES,"Choristopsylla ochi (Rothschild, 1904)",ochi,,,,ICZN,,,
,Choristopsylla,107030,xBC,,,ACCEPTED,SPECIES,"Choristopsylla thomasi (Rothschild, 1904)",thomasi,,,,ICZN,,,
,,xBA,xB8,,,ACCEPTED,GENUS,Bradiopsylla,,,,,,,,
,Bradiopsylla,106980,xBA,,,ACCEPTED,SPECIES,"Bradiopsylla echidnae (Denny, 1843)",echidnae,,,,ICZN,,,
,,xL,xJ,,,ACCEPTED,FAMILY,Stivaliidae,,,,,,,,
,,xE2,xL,,,ACCEPTED,GENUS,Tiflovia,,,,,,,,
,Tiflovia,109440,xE2,,,ACCEPTED,SPECIES,"Tiflovia pachnopoata Traub, 1977",pachnopoata,,,,ICZN,,,
,Tiflovia,109450,xE2,,,ACCEPTED,SPECIES,"Tiflovia stellalpestris Traub, 1977",stellalpestris,,,,ICZN,,,
,,xE4,xL,,,ACCEPTED,GENUS,Traubia,,,,,,,,
,Traubia,109470,xE4,,,ACCEPTED,SPECIES,"Traubia egregia Smit, 1953",egregia,,,,ICZN,,,
,Traubia,109500,xE4,,,ACCEPTED,SPECIES,"Traubia vandeuseni Holland, 1969",vandeuseni,,,,ICZN,,,
,Traubia,109490,xE4,,,ACCEPTED,SPECIES,"Traubia peristigma Holland, 1969",peristigma,,,,ICZN,,,
,Traubia,109480,xE4,,,ACCEPTED,SPECIES,"Traubia kuru Holland, 1969",kuru,,,,ICZN,,,
,,xDY,xL,,,ACCEPTED,GENUS,Striopsylla,,,,,,,,
,Striopsylla,109410,xDY,,,ACCEPTED,SPECIES,"Striopsylla rugata (Jordan, 1937)",rugata,,,,ICZN,,,
,Striopsylla,109420,xDY,,,ACCEPTED,SPECIES,"Striopsylla vandeuseni Holland, 1969",vandeuseni,,,,ICZN,,,
,Striopsylla,109400,xDY,,,ACCEPTED,SPECIES,"Striopsylla mercurius Mardon, 1978",mercurius,,,,ICZN,,,
,,xE6,xL,,,ACCEPTED,GENUS,Zyx,,,,,,,,
,Zyx,109520,xE6,,,ACCEPTED,SPECIES,"Zyx notabilis Smit, 1953",notabilis,,,,ICZN,,,
,,xDW,xL,,,ACCEPTED,GENUS,Smitella,,,,,,,,
,Smitella,109260,xDW,,,ACCEPTED,SPECIES,"Smitella thambetosa Traub, 1968",thambetosa,,,,ICZN,,,
,,xDU,xL,,,ACCEPTED,GENUS,Rectidigitus,,,,,,,,
,Rectidigitus,109240,xDU,,,ACCEPTED,SPECIES,"Rectidigitus traubi Holland, 1969",traubi,,,,ICZN,,,
,Rectidigitus,109220,xDU,,,ACCEPTED,SPECIES,"Rectidigitus spooneri (M.Rothschild, 1943)",spooneri,,,,ICZN,,,
,Rectidigitus,109230,xDU,,,ACCEPTED,SPECIES,"Rectidigitus szentivanyi Holland, 1969",szentivanyi,,,,ICZN,,,
,Rectidigitus,109210,xDU,,,ACCEPTED,SPECIES,"Rectidigitus ancisus (Jordan, 1937)",ancisus,,,,ICZN,,,
,,xC8,xL,,,ACCEPTED,GENUS,Afristivalius,,,,,,,,
,Afristivalius,107950,xC8,,,ACCEPTED,SPECIES,"Afristivalius afer (Rothschild, 1908)",afer,,,,ICZN,,,
,Afristivalius,107960,,107950,,SYNONYM,SPECIES,"Afristivalius cacuminis (Smit, 1958)",cacuminis,,,,ICZN,,,
,Afristivalius,107970,xC8,,,ACCEPTED,SPECIES,"Afristivalius azevedoi (Ribeiro, 1975)",azevedoi,,,,ICZN,,,
,Afristivalius,107980,xC8,,,ACCEPTED,SPECIES,"Afristivalius curtiductus (Smit, 1958)",curtiductus,,,,ICZN,,,
,Afristivalius,107990,xC8,,,ACCEPTED,SPECIES,"Afristivalius fallaciosus (Smit, 1958)",fallaciosus,,,,ICZN,,,
,Afristivalius,108010,xC8,,,ACCEPTED,SPECIES,"Afristivalius parilis (Smit, 1958)",parilis,,,,ICZN,,,
,Afristivalius,108000,xC8,,,ACCEPTED,SPECIES,"Afristivalius nigeriensis (Jordan, 1938)",nigeriensis,,,,ICZN,,,
,Afristivalius,108020,xC8,,,ACCEPTED,SPECIES,"Afristivalius pirloti (Smit, 1958)",pirloti,,,,ICZN,,,
,Afristivalius,108030,108020,,,ACCEPTED,INFRASPECIFIC_NAME,"Afristivalius pirloti pirloti (Smit, 1958)",pirloti,pirloti,,,ICZN,,,
,Afristivalius,108040,108020,,,ACCEPTED,INFRASPECIFIC_NAME,"Afristivalius pirloti angolae (Ribeiro, 1975)",pirloti,angolae,,,ICZN,,,
,Afristivalius,108050,xC8,,,ACCEPTED,SPECIES,"Afristivalius rahmi (Beaucournu, 1970)",rahmi,,,,ICZN,,,
,Afristivalius,108060,xC8,,,ACCEPTED,SPECIES,"Afristivalius richardi (Jordan, 1936)",richardi,,,,ICZN,,,
,Afristivalius,108080,xC8,,,ACCEPTED,SPECIES,"Afristivalius smitianus (Beaucournu, 1967)",smitianus,,,,ICZN,,,
,Afristivalius,108070,xC8,,,ACCEPTED,SPECIES,"Afristivalius sellatus (Jordan & Rothschild, 1923)",sellatus,,,,ICZN,,,
,Afristivalius,108090,xC8,,,ACCEPTED,SPECIES,"Afristivalius timanus (Jordan, 1931)",timanus,,,,ICZN,,,
,Afristivalius,108100,xC8,,,ACCEPTED,SPECIES,"Afristivalius torvus (Rothschild, 1908)",torvus,,,,ICZN,,,
,Afristivalius,108110,xC8,,,ACCEPTED,SPECIES,"Afristivalius vancanneyti (Berteaux, 1947)",vancanneyti,,,,ICZN,,,
,,xCL,xL,,,ACCEPTED,GENUS,Lentistivalius,,,,,,,,
,Lentistivalius,108350,xCL,,,ACCEPTED,SPECIES,"Lentistivalius mjoebergi (Jordan, 1926)",mjoebergi,,,,ICZN,,,
,Lentistivalius,108390,xCL,,,ACCEPTED,SPECIES,"Lentistivalius alienus (Smit, 1958)",alienus,,,,ICZN,,,
,Lentistivalius,108400,xCL,,,ACCEPTED,SPECIES,"Lentistivalius ferinus (Rothschild, 1908)",ferinus,,,,ICZN,,,
,Lentistivalius,108370,xCL,,,ACCEPTED,SPECIES,"Lentistivalius aestivalius (Jameson & Sakaguti, 1954)",aestivalius,,,,ICZN,,,
,Lentistivalius,108380,xCL,,,ACCEPTED,SPECIES,"Lentistivalius affinis Li Kueichen, 1986",affinis,,,,ICZN,,,
,Lentistivalius,108410,xCL,,,ACCEPTED,SPECIES,"Lentistivalius insolli (Traub, 1950)",insolli,,,,ICZN,,,
,Lentistivalius,108420,xCL,,,ACCEPTED,SPECIES,"Lentistivalius occidentayunnanus Li Kueichen, Xie Baoqi & Gong Zhengda, 1981",occidentayunnanus,,,,ICZN,,,
,Lentistivalius,108430,xCL,,,ACCEPTED,SPECIES,"Lentistivalius vomerus Traub, 1972",vomerus,,,,ICZN,,,
,,xCN,xL,,,ACCEPTED,GENUS,Medwayella,,,,,,,,
,Medwayella,108460,xCN,,,ACCEPTED,SPECIES,"Medwayella arcuata Traub, 1972",arcuata,,,,ICZN,,,
,Medwayella,108470,xCN,,,ACCEPTED,SPECIES,"Medwayella batibacula Traub, 1972",batibacula,,,,ICZN,,,
,Medwayella,108450,xCN,,,ACCEPTED,SPECIES,"Medwayella angustata Traub, 1972",angustata,,,,ICZN,,,
,Medwayella,108510,xCN,,,ACCEPTED,SPECIES,"Medwayella javana (Jordan, 1933)",javana,,,,ICZN,,,
,Medwayella,108490,xCN,,,ACCEPTED,SPECIES,"Medwayella cambodia (Klein, 1970)",cambodia,,,,ICZN,,,
,Medwayella,108500,xCN,,,ACCEPTED,SPECIES,"Medwayella dryadosa Traub, 1972",dryadosa,,,,ICZN,,,
,Medwayella,108480,xCN,,,ACCEPTED,SPECIES,"Medwayella calcarata Traub, 1972",calcarata,,,,ICZN,,,
,Medwayella,108570,xCN,,,ACCEPTED,SPECIES,"Medwayella rhaeba (Jordan, 1926)",rhaeba,,,,ICZN,,,
,Medwayella,108540,xCN,,,ACCEPTED,SPECIES,"Medwayella phangi Traub, 1972",phangi,,,,ICZN,,,
,Medwayella,108550,108540,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella phangi phangi Traub, 1972",phangi,phangi,,,ICZN,,,
,Medwayella,108560,108540,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella phangi tana Traub, 1972",phangi,tana,,,ICZN,,,
,Medwayella,108530,xCN,,,ACCEPTED,SPECIES,"Medwayella loncha (Jordan, 1926)",loncha,,,,ICZN,,,
,Medwayella,108520,xCN,,,ACCEPTED,SPECIES,"Medwayella limi Traub, 1972",limi,,,,ICZN,,,
,Medwayella,108640,xCN,,,ACCEPTED,SPECIES,"Medwayella veruta Traub, 1972",veruta,,,,ICZN,,,
,Medwayella,108580,xCN,,,ACCEPTED,SPECIES,"Medwayella robinsoni (Rothschild, 1905)",robinsoni,,,,ICZN,,,
,Medwayella,108610,108580,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella robinsoni peregrinata Traub, 1972",robinsoni,peregrinata,,,ICZN,,,
,Medwayella,108590,108580,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella robinsoni robinsoni (Rothschild, 1905)",robinsoni,robinsoni,,,ICZN,,,
,Medwayella,108620,108580,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella robinsoni tiomanica Traub, 1972",robinsoni,tiomanica,,,ICZN,,,
,Medwayella,108600,108580,,,ACCEPTED,INFRASPECIFIC_NAME,"Medwayella robinsoni bogora Traub, 1972",robinsoni,bogora,,,ICZN,,,
,Medwayella,108630,xCN,,,ACCEPTED,SPECIES,"Medwayella thurmani Traub, 1972",thurmani,,,,ICZN,,,
,,xCQ,xL,,,ACCEPTED,GENUS,Metastivalius,,,,,,,,
,Metastivalius,108680,xCQ,,,ACCEPTED,SPECIES,"Metastivalius lasiurus (Jordan & Rothschild, 1922)",lasiurus,,,,ICZN,,,
,Metastivalius,108670,xCQ,,,ACCEPTED,SPECIES,"Metastivalius huonensis Holland, 1969",huonensis,,,,ICZN,,,
,Metastivalius,108660,xCQ,,,ACCEPTED,SPECIES,"Metastivalius anaxilas (M.Rothschild, 1934)",anaxilas,,,,ICZN,,,
,Metastivalius,108730,xCQ,,,ACCEPTED,SPECIES,"Metastivalius rothschildae Holland, 1969",rothschildae,,,,ICZN,,,
,Metastivalius,108740,xCQ,,,ACCEPTED,SPECIES,"Metastivalius shawmayeri (Jordan, 1933)",shawmayeri,,,,ICZN,,,
,Metastivalius,108750,xCQ,,,ACCEPTED,SPECIES,"Metastivalius tamberan Holland, 1969",tamberan,,,,ICZN,,,
,Metastivalius,108690,xCQ,,,ACCEPTED,SPECIES,"Metastivalius molestus (Jordan, 1936)",molestus,,,,ICZN,,,
,Metastivalius,108700,xCQ,,,ACCEPTED,SPECIES,"Metastivalius mordax (Rothschild, 1908)",mordax,,,,ICZN,,,
,Metastivalius,108710,xCQ,,,ACCEPTED,SPECIES,"Metastivalius novaehiberniae Beaucournu & Mahnert, 1988",novaehiberniae,,,,ICZN,,,
,Metastivalius,108720,xCQ,,,ACCEPTED,SPECIES,"Metastivalius rectus (Jordan & Rothschild, 1911)",rectus,,,,ICZN,,,
,,xCA,xL,,,ACCEPTED,GENUS,Astivalius,,,,,,,,
,Astivalius,108130,xCA,,,ACCEPTED,SPECIES,"Astivalius microphthalmus Smit, 1953",microphthalmus,,,,ICZN,,,
,,xCC,xL,,,ACCEPTED,GENUS,Aviostivalius,,,,,,,,
,Aviostivalius,108160,xCC,,,ACCEPTED,SPECIES,"Aviostivalius klossi (Jordan & Rothschild, 1922)",klossi,,,,ICZN,,,
,Aviostivalius,108180,108160,,,ACCEPTED,INFRASPECIFIC_NAME,"Aviostivalius klossi klossi (Jordan & Rothschild, 1922)",klossi,klossi,,,ICZN,,,
,Aviostivalius,108190,108160,,,ACCEPTED,INFRASPECIFIC_NAME,"Aviostivalius klossi bispiniformis (Li Kueichen & Wang Dwenching, 1958)",klossi,bispiniformis,,,ICZN,,,
,Aviostivalius,108170,,108160,,SYNONYM,SPECIES,"Aviostivalius synetus (Jordan & Rothschild, 1922)",synetus,,,,ICZN,,,
,Aviostivalius,108150,xCC,,,ACCEPTED,SPECIES,"Aviostivalius hylomysus Li Kueichen, Xie Baoqi & Gong Zhengda, 1981",hylomysus,,,,ICZN,,,
,,xCE,xL,,,ACCEPTED,GENUS,Ernestinia,,,,,,,,
,Ernestinia,108210,xCE,,,ACCEPTED,SPECIES,"Ernestinia eximia Smit, 1953",eximia,,,,ICZN,,,
,,xCG,xL,,,ACCEPTED,GENUS,Gryphopsylla,,,,,,,,
,Gryphopsylla,108300,xCG,,,ACCEPTED,SPECIES,"Gryphopsylla jacobsoni (Jordan & Rothschild, 1922)",jacobsoni,,,,ICZN,,,
,Gryphopsylla,138980,108300,,,ACCEPTED,INFRASPECIFIC_NAME,"Gryphopsylla jacobsoni segregata Beaucournu & Sountsov, 1999",jacobsoni,segregata,,,ICZN,,,
,Gryphopsylla,108270,xCG,,,ACCEPTED,SPECIES,"Gryphopsylla hopkinsi Traub, 1957",hopkinsi,,,,ICZN,,,
,Gryphopsylla,108290,xCG,,,ACCEPTED,SPECIES,"Gryphopsylla hetera Lewis & Jones, 1985",hetera,,,,ICZN,,,
,,xCJ,xL,,,ACCEPTED,GENUS,Idiochaetis,,,,,,,,
,Idiochaetis,108320,xCJ,,,ACCEPTED,SPECIES,"Idiochaetis illustris Jordan, 1937",illustris,,,,ICZN,,,
,,xD2,xL,,,ACCEPTED,GENUS,Parastivalius,,,,,,,,
,Parastivalius,109190,xD2,,,ACCEPTED,SPECIES,"Parastivalius serus Mardon, 1978",serus,,,,ICZN,,,
,Parastivalius,109160,xD2,,,ACCEPTED,SPECIES,"Parastivalius gracilentus (Jordan, 1933)",gracilentus,,,,ICZN,,,
,Parastivalius,109170,xD2,,,ACCEPTED,SPECIES,"Parastivalius gressitti Holland, 1969",gressitti,,,,ICZN,,,
,Parastivalius,109150,xD2,,,ACCEPTED,SPECIES,"Parastivalius brassi Holland, 1969",brassi,,,,ICZN,,,
,Parastivalius,109180,xD2,,,ACCEPTED,SPECIES,"Parastivalius novaeguinae (Rothschild, 1904)",novaeguinae,,,,ICZN,,,
,,xCU,xL,,,ACCEPTED,GENUS,Obtusifrontia,,,,,,,,
,Obtusifrontia,108830,xCU,,,ACCEPTED,SPECIES,"Obtusifrontia falcata Mardon, 1978",falcata,,,,ICZN,,,
,Obtusifrontia,108840,xCU,,,ACCEPTED,SPECIES,"Obtusifrontia simplex Holland, 1969",simplex,,,,ICZN,,,
,Obtusifrontia,108850,xCU,,,ACCEPTED,SPECIES,"Obtusifrontia simula Mardon, 1978",simula,,,,ICZN,,,
,,xCS,xL,,,ACCEPTED,GENUS,Muesebeckella,,,,,,,,
,Muesebeckella,108770,xCS,,,ACCEPTED,SPECIES,"Muesebeckella mannae Traub, 1969",mannae,,,,ICZN,,,
,Muesebeckella,108780,xCS,,,ACCEPTED,SPECIES,"Muesebeckella nadi Traub, 1969",nadi,,,,ICZN,,,
,,xCY,xL,,,ACCEPTED,GENUS,Papuapsylla,,,,,,,,
,Papuapsylla,109090,xCY,,,ACCEPTED,SPECIES,"Papuapsylla perplexa Mardon, 1976",perplexa,,,,ICZN,,,
,Papuapsylla,109100,xCY,,,ACCEPTED,SPECIES,"Papuapsylla plurispina Mardon, 1976",plurispina,,,,ICZN,,,
,Papuapsylla,109070,xCY,,,ACCEPTED,SPECIES,"Papuapsylla minor Holland, 1969",minor,,,,ICZN,,,
,Papuapsylla,109080,xCY,,,ACCEPTED,SPECIES,"Papuapsylla papuana (Jordan & Rothschild, 1922)",papuana,,,,ICZN,,,
,Papuapsylla,109040,xCY,,,ACCEPTED,SPECIES,"Papuapsylla magna Mardon, 1976",magna,,,,ICZN,,,
,Papuapsylla,109060,xCY,,,ACCEPTED,SPECIES,"Papuapsylla minima Mardon, 1976",minima,,,,ICZN,,,
,Papuapsylla,109030,xCY,,,ACCEPTED,SPECIES,"Papuapsylla luluae Holland, 1969",luluae,,,,ICZN,,,
,Papuapsylla,109050,xCY,,,ACCEPTED,SPECIES,"Papuapsylla maxima Mardon, 1976",maxima,,,,ICZN,,,
,Papuapsylla,109130,xCY,,,ACCEPTED,SPECIES,"Papuapsylla zenoa Mardon, 1976",zenoa,,,,ICZN,,,
,Papuapsylla,109110,xCY,,,ACCEPTED,SPECIES,"Papuapsylla roberti Mardon, 1976",roberti,,,,ICZN,,,
,Papuapsylla,109120,xCY,,,ACCEPTED,SPECIES,"Papuapsylla spinacuta Mardon, 1976",spinacuta,,,,ICZN,,,
,Papuapsylla,109000,xCY,,,ACCEPTED,SPECIES,"Papuapsylla glyphona Mardon, 1976",glyphona,,,,ICZN,,,
,Papuapsylla,108990,xCY,,,ACCEPTED,SPECIES,"Papuapsylla essarsi Mardon, 1976",essarsi,,,,ICZN,,,
,Papuapsylla,109020,xCY,,,ACCEPTED,SPECIES,"Papuapsylla hollandi Mardon, 1976",hollandi,,,,ICZN,,,
,Papuapsylla,109010,xCY,,,ACCEPTED,SPECIES,"Papuapsylla gurricos Mardon, 1976",gurricos,,,,ICZN,,,
,Papuapsylla,108970,xCY,,,ACCEPTED,SPECIES,"Papuapsylla corrugis (Jordan, 1933)",corrugis,,,,ICZN,,,
,Papuapsylla,108950,xCY,,,ACCEPTED,SPECIES,"Papuapsylla alticola (Jordan, 1937)",alticola,,,,ICZN,,,
,Papuapsylla,108980,xCY,,,ACCEPTED,SPECIES,"Papuapsylla dubia Mardon, 1976",dubia,,,,ICZN,,,
,Papuapsylla,108960,xCY,,,ACCEPTED,SPECIES,"Papuapsylla barretti Holland, 1969",barretti,,,,ICZN,,,
,,xCW,xL,,,ACCEPTED,GENUS,Orthopsylloides,,,,,,,,
,Orthopsylloides,108910,xCW,,,ACCEPTED,SPECIES,"Orthopsylloides orthodactylus Holland, 1969",orthodactylus,,,,ICZN,,,
,Orthopsylloides,108920,108910,,,ACCEPTED,INFRASPECIFIC_NAME,"Orthopsylloides orthodactylus orthodactylus Holland, 1969",orthodactylus,orthodactylus,,,ICZN,,,
,Orthopsylloides,108930,108910,,,ACCEPTED,INFRASPECIFIC_NAME,"Orthopsylloides orthodactylus owiensis Holland, 1969",orthodactylus,owiensis,,,ICZN,,,
,Orthopsylloides,108880,xCW,,,ACCEPTED,SPECIES,"Orthopsylloides andersoni George & Beaucournu, 1995",andersoni,,,,ICZN,,,
,Orthopsylloides,108870,xCW,,,ACCEPTED,SPECIES,"Orthopsylloides abacetus (Jordan & Rothschild, 1922)",abacetus,,,,ICZN,,,
,Orthopsylloides,108890,108870,,,ACCEPTED,INFRASPECIFIC_NAME,"Orthopsylloides abacetus abacetus Jordan & Rothschild, 1922",abacetus,abacetus,,,ICZN,,,
,Orthopsylloides,108900,108870,,,ACCEPTED,INFRASPECIFIC_NAME,"Orthopsylloides abacetus baiyerensis George & Beaucournu, 1995",abacetus,baiyerensis,,,ICZN,,,
,,x7W,xL,,,ACCEPTED,GENUS,Nestivalius,,,,,,,,
,Nestivalius,108800,x7W,,,ACCEPTED,SPECIES,"Nestivalius pomerantzi (Traub, 1951)",pomerantzi,,,,ICZN,,,
,Nestivalius,108810,,108800,,SYNONYM,SPECIES,"Nestivalius ralius (Traub, 1951)",ralius,,,,ICZN,,,
,Nestivalius,138480,x7W,,,ACCEPTED,SPECIES,"Nestivalius sulawesiensis Mardon & Durden, 2003",sulawesiensis,,,,ICZN,,,
,,xN,xL,,,ACCEPTED,GENUS,Stivalius,,,,,,,,
,Stivalius,109290,xN,,,ACCEPTED,SPECIES,"Stivalius aporus Jordan & Rothschild, 1922",aporus,,,,ICZN,,,
,Stivalius,109310,109290,,,ACCEPTED,INFRASPECIFIC_NAME,"Stivalius aporus rectodigitus Li Kueichen & Wang Dwenching, 1958",aporus,rectodigitus,,,ICZN,,,
,Stivalius,109300,109290,,,ACCEPTED,INFRASPECIFIC_NAME,"Stivalius aporus aporus Jordan & Rothschild, 1922",aporus,aporus,,,ICZN,,,
,Stivalius,109370,xN,,,ACCEPTED,SPECIES,"Stivalius laxiolobulus Li Kueichen, Xie Baoqi & Gong Zhengda, 1981",laxiolobulus,,,,ICZN,,,
,Stivalius,109280,xN,,,ACCEPTED,SPECIES,"Stivalius ahalae (Rothschild, 1904)",ahalae,,,,ICZN,,,
,Stivalius,109380,xN,,,ACCEPTED,SPECIES,"Stivalius phoberus Jordan & Rothschild, 1922",phoberus,,,,ICZN,,,
,Stivalius,109360,xN,,,ACCEPTED,SPECIES,"Stivalius exoticus Lewis & Jones, 1985",exoticus,,,,ICZN,,,
,Stivalius,138670,xN,,,ACCEPTED,SPECIES,"Stivalius cognatus Jordan & Rothschild, 1922",cognatus,,,,ICZN,,,
,Stivalius,109350,138670,,,ACCEPTED,INFRASPECIFIC_NAME,"Stivalius cognatus spiramus Jordan, 1926",cognatus,spiramus,,,ICZN,,,
,Stivalius,109340,138670,,,ACCEPTED,INFRASPECIFIC_NAME,"Stivalius cognatus bamus Traub, 1972",cognatus,bamus,,,ICZN,,,
,Stivalius,109330,138670,,,ACCEPTED,INFRASPECIFIC_NAME,"Stivalius cognatus cognatus Jordan & Rothschild, 1922",cognatus,cognatus,,,ICZN,,,
,Stivalius,139160,xN,,,ACCEPTED,SPECIES,"Stivalius meridionalis Durden & Beaucournu, 2001",meridionalis,,,,ICZN,,,
,Stivalius,139150,xN,,,ACCEPTED,SPECIES,"Stivalius franciscae Beaucournu & Durden, 2001",franciscae,,,,ICZN,,,
,,x58,xL,,,ACCEPTED,GENUS,Farhangia,,,,,,,,
,Farhangia,108230,x58,,,ACCEPTED,SPECIES,"Farhangia celebensis (Ewing, 1924)",celebensis,,,,ICZN,,,
,Farhangia,108240,x58,,,ACCEPTED,SPECIES,"Farhangia sciuri (Ewing, 1924)",sciuri,,,,ICZN,,,
,Farhangia,139220,x58,,,ACCEPTED,SPECIES,"Farhangia sedecimdentata Mardon & Durden, 2003",sedecimdentata,,,,ICZN,,,
,Farhangia,139210,x58,,,ACCEPTED,SPECIES,"Farhangia quattuordecimdentata Mardon & Durden, 2003",quattuordecimdentata,,,,ICZN,,,
,,xC,xA,,,ACCEPTED,SUPERFAMILY,Pulicoidea,,,,,,,,
,,x9U,xC,,,ACCEPTED,FAMILY,Tungidae,,,,,,,,
,,x9W,x9U,,,ACCEPTED,GENUS,Tunga,,,,,,,,
,Tunga,103280,x9W,,,ACCEPTED,SPECIES,"Tunga bondari Wagner, 1932",bondari,,,,ICZN,,,
,Tunga,103300,x9W,,,ACCEPTED,SPECIES,"Tunga monositus Barnes & Radovsky, 1969",monositus,,,,ICZN,,,
,Tunga,103290,x9W,,,ACCEPTED,SPECIES,"Tunga libis Smit, 1962",libis,,,,ICZN,,,
,Tunga,103370,x9W,,,ACCEPTED,SPECIES,"Tunga caecigena Jordan & Rothschild, 1921",caecigena,,,,ICZN,,,
,Rhynchoprion,103380,,103370,,SYNONYM,SPECIES,"Rhynchoprion lagrangei (Roubaud, 1925)",lagrangei,,,,ICZN,,,
,Tunga,103390,x9W,,,ACCEPTED,SPECIES,"Tunga callida Li Kuei-chen & Chin Tahsiung, 1957",callida,,,,ICZN,,,
,Tunga,103310,x9W,,,ACCEPTED,SPECIES,"Tunga penetrans Linnaeus, 1758",penetrans,,,,ICZN,,,
,Rhynchoprion,103320,,103310,,SYNONYM,SPECIES,"Rhynchoprion reptans (Illiger, 1805)",reptans,,,,ICZN,,,
,Tunga,103340,x9W,,,ACCEPTED,SPECIES,"Tunga travassosi Pinto & Dreyfus, 1927",travassosi,,,,ICZN,,,
,Tunga,103330,x9W,,,ACCEPTED,SPECIES,"Tunga terasma Jordan, 1937",terasma,,,,ICZN,,,
,Tunga,103360,x9W,,,ACCEPTED,SPECIES,"Tunga caecata (Enderlein, 1901)",caecata,,,,ICZN,,,
,,xA2,x9U,,,ACCEPTED,GENUS,Hectopsylla,,,,,,,,
